year,month,mp,cbi,lip,lcpi,lsp500,ebp,gs1
1991,11,-0.0539743,-0.04508619,412.857528193826,492.58033585795584,595.5630094098766,0.1830997,4.89
1991,12,-0.15877329,-0.11489033,412.4000447129611,492.87019113335697,596.2318909502173,0.2187491,4.38
1992,1,0.0,0.0,411.8749328510652,492.94252386707126,603.0877549464817,0.0685688,4.15
1992,2,0.00012452,0.00443871,412.58303093013683,493.15920867558026,602.2381649742704,0.1105865,4.29
1992,3,0.0,0.0,413.42109002481175,493.5193098929397,600.9697315369042,0.0530354,4.63
1992,4,-0.16496127,-0.0921324,414.18624888690425,493.73474983264236,600.9820049392295,0.048107,4.3
1992,5,0.00899076,0.00326949,414.51454020404685,493.9497266262916,602.7820584068636,0.012596,4.19
1992,6,0.0,0.0,414.5709187398883,494.2356453342962,601.1928720240336,-0.005313,4.17
1992,7,-0.04900578,-0.02245107,415.47307242367077,494.5207488773801,602.8398994901045,-0.077832,3.6
1992,8,0.00104445,0.00416243,414.91515098273766,494.73404437239424,603.5313954386244,0.0974334,3.47
1992,9,-0.00172361,-0.00258025,415.23524299886986,494.94688588587684,603.6629099062355,0.1881511,3.18
1992,10,0.0128666,-0.01021388,415.9161169690083,495.37121466966346,602.2236205774735,0.1331945,3.3
1992,11,-0.01591161,0.00675187,416.2980925723187,495.65310351030547,604.6993856900463,0.0655688,3.68
1992,12,-0.00016151,-0.009357,416.44907683628765,495.7937505095806,607.6816214207486,0.1292791,3.71
1993,1,0.0,0.0,416.84233672838,496.14450499054846,607.5874626989436,0.0786295,3.5
1993,2,-0.00086224,-0.0069755,417.325124024285,496.35436865624047,609.0630918602482,0.0470566,3.39
1993,3,0.00945213,-0.00060358,417.2272728134855,496.49403348341264,610.9603075125024,0.0198487,3.33
1993,4,0.0,0.0,417.5037827467933,496.84234452869464,609.3750340648733,0.0471607,3.24
1993,5,-0.02175983,-0.00194865,417.13148625746214,497.1201224850849,609.8635922169772,0.0189288,3.36
1993,6,0.0,0.0,417.35807909327303,497.1894465779825,610.4927152018784,-0.061244,3.54
1993,7,-0.01760772,0.01984267,417.61426513885766,497.3279507552487,610.3207153828511,-0.068575,3.47
1993,8,0.00471778,-0.00206506,417.5034752541193,497.53534799516166,611.8383500665175,-0.037451,3.44
1993,9,0.00141604,0.00167815,418.01383927472057,497.67337424205743,612.9572949225611,0.0207024,3.36
1993,10,0.0,0.0,418.7576827079942,498.08631357625853,613.9669011757697,-0.022485,3.39
1993,11,-0.00320467,0.00242009,419.2221142970182,498.3606621708336,613.7489444865879,-0.142327,3.58
1993,12,-0.01119894,-0.00915087,419.80001252738913,498.56593080260785,614.4078332231664,-0.152323,3.61
1994,1,0.0,0.0,420.109061757634,498.56593080260785,615.9074246619397,-0.236454,3.54
1994,2,0.10454645,0.02816949,420.1731523251875,498.83896851489357,615.6088758942902,-0.450852,3.87
1994,3,-0.03300314,0.00227884,421.1688983182602,499.1112627607392,613.9474985606677,-0.334671,4.32
1994,4,0.10493294,0.02376284,421.7604424497753,499.17922062947764,610.3073003669565,-0.286784,4.82
1994,5,-0.03813264,0.02408293,422.22539308441316,499.38281757798745,611.1245585427039,-0.292704,5.31
1994,6,0.0,0.0,422.8948296349568,499.6536369716754,611.99237227616,-0.339621,5.27
1994,7,0.00568433,-0.02153282,423.0210519295831,499.991133073328,611.2353864383435,-0.319925,5.48
1994,8,0.00298745,0.0336121,423.6830327852182,500.3946305945459,614.0401659882353,-0.258448,5.56
1994,9,-0.00542709,-0.02584353,423.9793203184029,500.5957704545144,614.6243600895535,-0.415256,5.76
1994,10,0.0,0.0,424.7889344244636,500.6627272698717,613.9474985606677,-0.304292,6.11
1994,11,0.05857848,0.00509614,425.4602270418216,500.930107108312,613.3419734735351,-0.270168,6.54
1994,12,-0.03069948,-0.01820608,426.44712293577464,501.1301738639416,612.071491420526,-0.197674,7.14
1995,1,0.0,0.0,426.63842748850993,501.396308418893,614.257489552236,-0.240935,7.05
1995,2,0.04204957,0.01174183,426.5152873002585,501.66173657738034,617.7778125171474,-0.290766,6.7
1995,3,0.01808665,-0.00039371,426.661017147453,501.86034637454327,620.0813387400003,-0.302635,6.43
1995,4,0.0,0.0,426.48437314020293,502.25638649615297,623.0304266528516,-0.244628,6.27
1995,5,-0.00230875,-0.00729967,426.9693253886964,502.45381992652466,626.112902314758,-0.340945,6.0
1995,6,0.0,0.0,427.2946710584261,502.6508643252546,629.0364710821439,-0.150172,5.64
1995,7,-0.13733185,-0.10167219,426.87655470821016,502.7820118850356,632.3229292286188,-0.328213,5.59
1995,8,0.0316826,0.00991627,428.18236294978027,502.9784112935016,632.6346233760684,-0.196399,5.75
1995,9,0.03997323,0.02074585,428.5712576151888,503.1091302663638,636.0905162038778,-0.174372,5.62
1995,10,0.0,0.0,428.4049902777508,503.37005670272515,636.8049955665496,-0.126473,5.59
1995,11,0.01552012,0.00823925,428.65751948928363,503.50026505445504,638.9451765360188,-0.04414,5.43
1995,12,-0.04166345,-0.01103284,428.9963427743119,503.6303040844833,642.0922836269428,-0.053954,5.31
1996,1,-0.02503455,-0.01843281,428.45681489119096,504.148775757902,642.0678733386989,-0.098278,5.09
1996,2,0.0,0.0,429.8926236191464,504.3425116919247,647.6264420049582,-0.330071,4.94
1996,3,-0.00089907,0.01815079,429.74772245551713,504.66457316192884,647.2454480302392,-0.354045,5.34
1996,4,0.0,0.0,430.7425656397225,505.04968275213866,647.2609011147056,-0.304027,5.54
1996,5,0.02009873,-0.00288287,431.5007706535373,505.24168281112105,649.4101736968405,-0.337248,5.64
1996,6,0.0,0.0,432.2443813744401,505.4333149361975,650.5036396541998,-0.288765,5.81
1996,7,-0.02379578,-0.00551917,432.24597345226084,505.6245805348308,646.7807415849583,-0.34205,5.85
1996,8,0.00625606,-0.00930408,432.75136890832783,505.7518879995106,649.6292219070336,-0.376642,5.67
1996,9,-0.05640173,-0.05536161,433.37577096357285,506.06944939689924,651.4534897290409,-0.39466,5.83
1996,10,0.0,0.0,433.35674782153524,506.3860055333554,655.3163877246783,-0.32398,5.55
1996,11,-0.0224027,0.00792766,434.2470765362049,506.7015627532363,660.078164861597,-0.29504,5.42
1996,12,0.00102528,-0.0062103,434.8692163556932,506.9532935343741,661.1032461878208,-0.403399,5.47
1997,1,0.0,0.0,435.0452114737754,507.1416766356115,664.1469334771085,-0.328454,5.61
1997,2,0.0187786,-0.01740172,436.2149129574429,507.3297055220967,668.2597199868715,-0.480152,5.53
1997,3,0.05816747,0.00408226,436.84308798293995,507.3923033332174,667.4763391613113,-0.513409,5.8
1997,4,0.0,0.0,436.92554288915017,507.45486198399084,663.8476161932225,-0.464358,5.99
1997,5,-0.06697262,-0.00934051,437.4871094751711,507.45486198399084,672.5141679547881,-0.461341,5.87
1997,6,0.0,0.0,437.94871629432885,507.6423034634259,677.5697086379666,-0.570003,5.69
1997,7,-0.01624992,0.00505295,438.7842191494564,507.7670695432414,683.0107201890846,-0.540522,5.54
1997,8,0.02507907,-0.01926734,439.7930741231174,508.0161356744866,683.2751521116785,-0.497563,5.56
1997,9,0.00627015,-0.01660065,440.7117948260252,508.2645830072527,684.2704626727809,-0.587665,5.52
1997,10,0.0,0.0,441.6012516127041,508.4505142662711,685.7682292347697,-0.43896,5.46
1997,11,0.00351711,-0.03831418,442.39719979790834,508.5742766583061,684.4730278560687,-0.357204,5.46
1997,12,0.00296479,-0.00710998,442.8242058470845,508.6361004624392,686.9398992104784,-0.40222,5.53
1998,1,0.0,0.0,443.2676972409095,508.75963352323834,687.0427173716138,-0.356317,5.24
1998,2,0.022835,2.34e-6,443.44601537581127,508.75963352323834,693.1217867109804,-0.354581,5.31
1998,3,0.00789222,-0.00827199,443.48799615776835,508.75963352323834,698.1776818829265,-0.410952,5.39
1998,4,0.0,0.0,443.8334895569537,508.88301416813124,701.4095314753464,-0.439388,5.38
1998,5,-0.00253442,-0.01796709,444.4845318363499,509.12931971137107,701.0690856853458,-0.393968,5.44
1998,6,0.0,0.0,443.88900744577046,509.252245356844,701.0663790934411,-0.363801,5.41
1998,7,-0.01028813,-0.00705219,443.49096023610326,509.49764425300066,705.3222653511665,-0.322377,5.36
1998,8,0.00021571,0.00598107,445.5295683601326,509.62011824259025,697.9722389697928,0.0836944,5.21
1998,9,0.05958983,-0.02351278,445.4374040081935,509.6812990337308,692.8185160493645,0.0580484,4.71
1998,10,-0.22487991,0.02472222,446.1195884070701,509.92564857497837,693.9709268722991,0.1925497,4.12
1998,11,-0.05484585,0.02136073,446.0277353077913,510.04759980960455,704.2661975442634,0.1747691,4.53
1998,12,0.0032976,-0.01144046,446.43148961263427,510.230248262208,708.1750602029617,0.0412671,4.52
1999,1,0.0,0.0,446.843939502832,510.4125637183595,712.9914345850525,0.0464716,4.51
1999,2,-0.00513228,0.01514,447.4218320663356,510.4125637183595,712.8159080607352,-0.213627,4.7
