quarter,y,g,newsy,taxy,debty,infl,unemp,slack,zlb,recession,wwii,ag,y_cbo,g_cbo,newsy_cbo,ypc,gpc,newsy_hbr
1920.75,0.9110017793309074,0.08009084505097576,0.0,0.06423449171407371,0.26279238221047996,-31.554113746852686,7.56,1.0,0.0,1.0,0.0,0.9889776558278488,0.9060657449738251,0.079656892920663,0.0,0.006629637489601351,0.0005828454795267022,0.0
1921.0,0.8818510837929457,0.09846769631858202,0.0,0.06758279657562168,0.29604748948800397,-27.792104262075235,10.03,1.0,0.0,1.0,0.0,0.9818500029937605,0.8774799615310014,0.09797961579413647,0.0,0.006436742164370709,0.0007187281213015814,0.0
1921.25,0.9045537620704861,0.09329567890870438,0.0,0.05189377190617416,0.3258248403315668,-10.142741912114417,11.8,1.0,0.0,1.0,0.0,0.9220153762499725,0.9005023933246816,0.09287782071884493,0.0,0.0066225327159608344,0.0006830480527950384,0.0
1921.5,0.9180173865467949,0.07356057467857294,0.0,0.05664108897742364,0.3212217578862227,-3.0286031002347613,11.97,1.0,0.0,1.0,0.0,0.8139975467530631,0.9143589858110205,0.07326742765927695,0.0,0.006744763739865426,0.0005404567539205434,0.0
1921.75,0.9207465464509356,0.08128096037163292,-0.009143073651122076,0.055067772890843664,0.3129084993359894,-5.7811279945905625,11.52,1.0,0.0,0.0,0.0,0.2935386364692805,0.9175466536552019,0.08099848267945364,-0.009106637492218456,0.006794765413512597,0.000599823111407879,-0.0099601593625498
1922.0,0.9094119081609768,0.07887287933222058,0.0,0.04701792532285233,0.30987445021991206,-18.981864260113568,10.57,1.0,0.0,0.0,0.0,0.026439026685857438,0.906728978717985,0.07864019008731957,0.0,0.006741051701887261,0.0005846483344718852,0.0
1922.25,0.921774908327725,0.07666851603484298,0.0,0.041062873835025736,0.3223382930937676,-4.919818033518553,9.34,1.0,0.0,0.0,0.0,0.011123564104680968,0.9195540046488965,0.07648379264112312,0.0,0.006863386083938783,0.0005708613038560746,0.0
1922.5,0.9305919490636373,0.08288756803500101,0.0,0.04421616888406191,0.3167924607038531,2.737414151334683,7.95,1.0,0.0,0.0,0.0,0.005742183278263135,0.9288659982371329,0.08273383807129253,0.0,0.0069583464450041176,0.000619777997168064,0.0
1922.75,0.959879814487271,0.10263190713422055,0.0,0.04895746588693957,0.3073351887048602,1.8927945365714294,6.38,0.0,0.0,0.0,0.0,0.011771671931117701,0.9586466658098054,0.10250005687688814,0.0,0.0072037535396559825,0.0007702370162817813,0.0
1923.0,1.0049073696653852,0.0894595095375379,0.0,0.04220923261390887,0.29254554905782976,10.683244685463045,4.76,0.0,0.0,0.0,0.0,0.00643242117363279,1.004203130376168,0.0893968162950439,0.0,0.007569720832385718,0.0006738765516535105,0.0
1923.25,1.0357051502980346,0.07929326705975862,0.0,0.04054663289973523,0.2679820143884892,1.0325519364515756,3.99,0.0,0.0,1.0,0.0,0.003928557360187996,1.035598528762996,0.07928510414790123,0.0,0.007831030471377665,0.0005995412790419867,0.0
1923.5,1.021237996155385,0.07729243025661447,0.0,0.04161862859817459,0.25451007252215957,-4.138976644779113,4.18,0.0,0.0,1.0,0.0,0.03170731254530436,1.0217577299488394,0.0773317663253211,0.0,0.007749440902632333,0.0005865166814683707,0.0
1923.75,1.0229728281848838,0.08788117103780328,0.0,0.04005103051237767,0.2553628598174585,2.5640944529842002,4.35,0.0,0.0,1.0,0.0,0.2585438476267477,1.0241325627708315,0.08798080108730028,0.0,0.007787817728707598,0.0006690329625295735,0.0
1924.0,1.048788168612081,0.07719952075849754,0.0,0.03992031388152078,0.2478554979850317,3.1780666004495473,5.02,0.0,0.0,1.0,0.0,0.405735564866594,1.0506461246366376,0.07733628175464413,0.0,0.008010635452426751,0.0005896493080359218,0.0
1924.25,1.0076528926605832,0.09046516806062124,0.0,0.040400394111510377,0.2348674845269673,-6.303790848587099,5.62,0.0,0.0,1.0,0.0,0.7401629106089194,1.0100928710186328,0.09068422469592986,0.0,0.007722119100128301,0.0006932772259827669,0.0
1924.5,0.983412138646829,0.09191710937848586,0.0,0.03820303529411765,0.24377929755419037,0.543328212520855,5.34,0.0,0.0,1.0,0.0,0.6938548836661209,0.9864447324855247,0.09220055845198974,0.0,0.007564253826223603,0.0007070121660978615,0.0
1924.75,1.0133805212568006,0.09060148733361408,0.0,0.03982560170155603,0.2452685882352941,4.6391900029354005,5.18,0.0,0.0,0.0,0.0,0.6094367772580868,1.0171881339055497,0.09094190770082138,0.0,0.007828968261373111,0.0006999504666700761,0.0
1925.0,1.0100535698552546,0.09516667734872092,0.0,0.03584857770455793,0.23152871375797604,5.681430045941482,5.16,0.0,0.0,0.0,0.0,0.7325585452468861,1.0145406307000955,0.09558944568934095,0.0,0.007837780032966058,0.0007384712116154575,0.0
